pokemonName,attackName,text,effect_type,param1,param2
Smeargle,Splatter Coating,"Change the type of a random Energy attached to your opponent's Active Pokémon to 1 of the following at random: {G}, {R}, {W}, {L}, {P}, {F}, {D}, or {M}.",change_energy_type,random,
Blissey,Energy Blow,This attack does 20 more damage for each Energy attached to this Pokémon.,bonus_damage_per_energy_attached,20,
Shuckle ex,Triple Slap,Flip 3 coins. This attack does 20 damage for each heads.,flip_multiplier,3,20.0
Ho-Oh ex,Phoenix Turbo,"Take a {R}, {W}, and {L} Energy from your Energy Zone and attach them to your Benched Basic Pokémon in any way you like.",attach_multiple_energy_from_zone,fire;water;lightning,to_bench
Kingdra ex,Stormy Prison,"During your opponent's next turn, the Defending Pokémon can't retreat.",prevent_retreat_next_turn,,
Lanturn ex,Flashing Signal,"Flip a coin. If heads, your opponent's Active Pokémon is now Paralyzed. If tails, your opponent's Active Pokémon is now Confused.",inflict_status,paralysis,
Donphan ex,Gigantic Press,"If this Pokémon has at least 2 extra {F} Energy attached, this attack does 60 more damage.",extra_damage_if_extra_energy_attached,2|60,
Crobat ex,Venomous Slash,Your opponent's Active Pokémon is now Poisoned.,inflict_status,poison,
Skarmory ex,Steel Wing,"During your opponent's next turn, this Pokémon takes −20 damage from attacks.",reduce_damage_next_turn,20,
Lugia ex,Elemental Blast,"Discard a {R}, {W}, and {L} Energy from this Pokémon.",discard_energy_specific,,1.0
Shuckle ex,Triple Slap,Flip 3 coins. This attack does 20 damage for each heads.,flip_multiplier,3,20.0
Kingdra ex,Stormy Prison,"During your opponent's next turn, the Defending Pokémon can't retreat.",prevent_retreat_next_turn,,
Lanturn ex,Flashing Signal,"Flip a coin. If heads, your opponent's Active Pokémon is now Paralyzed. If tails, your opponent's Active Pokémon is now Confused.",inflict_status,paralysis,
Donphan ex,Gigantic Press,"If this Pokémon has at least 2 extra {F} Energy attached, this attack does 60 more damage.",extra_damage_if_extra_energy_attached,2|60,
Crobat ex,Venomous Slash,Your opponent's Active Pokémon is now Poisoned.,inflict_status,poison,
Skarmory ex,Steel Wing,"During your opponent's next turn, this Pokémon takes −20 damage from attacks.",reduce_damage_next_turn,20,
Ho-Oh ex,Phoenix Turbo,"Take a {R}, {W}, and {L} Energy from your Energy Zone and attach them to your Benched Basic Pokémon in any way you like.",attach_multiple_energy_from_zone,fire;water;lightning,to_bench
Lugia ex,Elemental Blast,"Discard a {R}, {W}, and {L} Energy from this Pokémon.",discard_energy_specific,,1.0
Yanma,U-turn,Switch this Pokémon with 1 of your Benched Pokémon.,switch_self_with_bench,,
Flareon,Assisting Heater,Take a {R} Energy from your Energy Zone and attach it to 1 of your Benched Pokémon.,attach_energy_from_zone,fire,to_bench
Magikarp,Leap Out,Switch this Pokémon with 1 of your Benched Pokémon.,switch_self_with_bench,,
Gyarados,Wild Swing,You may discard any number of your Benched {W} Pokémon. This attack does 40 more damage for each Benched Pokémon you discarded in this way.,discard_bench_for_bonus_damage,40,
Vaporeon,Bubble Drain,Heal 30 damage from this Pokémon.,heal_self,30,
Jolteon,Beginning Bolt,"If this Pokémon evolved during this turn, this attack does 20 more damage.",bonus_damage_if_evolved_this_turn,20,
Mankey,Focus Fist,"Flip a coin. If tails, this attack does nothing.",flip_do_nothing_if_tails,,
Primeape,Fight Back,"If this Pokémon has damage on it, this attack does 60 more damage.",bonus_damage_if_opponent_damaged,60,
Nidoran♀,Call for Family,Put 1 random Nidoran♂ from your deck onto your Bench.,search_specific_into_bench,nidoran♂,
Nidoqueen,Lovestrike,This attack does 50 more damage for each of your Benched Nidoking.,bonus_damage_for_each_named_bench,nidoking,50.0
Nidoking,Poison Horn,Your opponent's Active Pokémon is now Poisoned.,inflict_status,poison,
Eevee,Find a Friend,Put a random Pokémon from your deck into your hand.,search_pokemon_type_random,,
Yanmega ex,Air Slash,Discard a random Energy from this Pokémon.,discard_random_energy_from_opponent,1,
Gyarados ex,Rampaging Whirlpool,Discard a random Energy from among the Energy attached to all Pokémon (both yours and your opponent's).,discard_random_energy_from_opponent,1,
Pachirisu ex,Sparking Gadget,"If this Pokémon has a Pokémon Tool attached, this attack does 40 more damage.",bonus_damage_if_tool,40,
Mismagius ex,Magical Delusion,Your opponent's Active Pokémon is now Confused.,inflict_status,confusion,
Weavile ex,Scratching Nails,"If your opponent's Active Pokémon has damage on it, this attack does 40 more damage.",bonus_damage_if_opponent_damaged,40,
Lickilicky ex,Licking Fury,Flip a coin until you get tails. This attack does 40 more damage for each heads.,flip_bonus_damage_if_heads,1,40.0
Ho-Oh ex,Phoenix Turbo,"Take a {R}, {W}, and {L} Energy from your Energy Zone and attach them to your Benched Basic Pokémon in any way you like.",attach_multiple_energy_from_zone,fire;water;lightning,to_bench
Lugia ex,Elemental Blast,"Discard a {R}, {W}, and {L} Energy from this Pokémon.",discard_energy_specific,,1.0
Skiploom,Bounce,Switch this Pokémon with 1 of your Benched Pokémon.,switch_self_with_bench,,
Jumpluff ex,Breeze-By Attack,You may switch this Pokémon with 1 of your Benched Pokémon.,switch_self_with_bench,,
Sunflora,Trip Over,"Flip a coin. If heads, this attack does 30 more damage.",flip_bonus_damage_if_heads,1,30
Celebi,Temporal Leaves,"If your opponent's Active Pokémon is an evolved Pokémon, devolve it by putting the highest Stage Evolution card on it into your opponent's hand.",devolve_opponent,,
Durant,Mountain Munch,Discard the top card of your opponent's deck.,discard_top_opponent_deck,1,
Entei ex,Blazing Beatdown,"If this Pokémon has at least 2 extra {R} Energy attached, this attack does 60 more damage.",extra_damage_if_extra_energy_attached,2|60,r
Talonflame,Searing Flame,Your opponent's Active Pokémon is now Burned.,inflict_status,burned,
Poliwag,Call for Family,Put 1 random Poliwag from your deck onto your Bench.,search_specific_into_bench,poliwag,
Tentacool,Poison Sting,Your opponent's Active Pokémon is now Poisoned.,inflict_status,poisoned,
Tentacruel,Stun Poison,"Flip a coin. If heads, your opponent's Active Pokémon is now Poisoned and Paralyzed.",flip_inflict_status_both,poisoned_paralyzed,
Slowking,Litter,Discard up to 2 Pokémon Tool cards from your hand. This attack does 50 damage for each card you discarded in this way.,discard_tools_for_damage,2,
Jynx,Dazzle Dance,Your opponent's Active Pokémon is now Confused.,inflict_status,confused,
Suicune ex,Crystal Waltz,This attack does 20 damage for each Benched Pokémon (both yours and your opponent's).,bonus_damage_for_each_bench,20,
Feebas,Leap Out,Switch this Pokémon with 1 of your Benched Pokémon.,switch_self_with_bench,,
Mantyke,Splashy Toss,Take a {W} Energy from your Energy Zone and attach it to 1 of your Benched Basic Pokémon.,attach_energy_from_zone,w,
Cryogonal,Ice Blade,This attack does 40 damage to 1 of your opponent's Pokémon.,bench_damage_one,40,
Raikou ex,Voltaic Bullet,This attack also does 10 damage to 1 of your opponent's Benched Pokémon.,bench_damage_one,10,
Eelektross,Wild Charge,This Pokémon also does 20 damage to itself.,self_damage_fixed_amount,20,
Boltund,Defiant Spark,"If this Pokémon has damage on it, this attack can be used for 1 {L} Energy.",reduce_energy_cost_if_damaged,1|l,
Mismagius,Cursed Prose,"At the end of your opponent's next turn, do 90 damage to the Defending Pokémon.",damage_end_of_opponent_turn,90,
Latias,Crossing Flights,"If Latios is on your Bench, this attack does 20 more damage.",bonus_damage_if_named_bench,latios,20
Latios,Luster Purge,Discard all Energy from this Pokémon.,discard_energy_specific,all,all
Frillish,Absorb,Heal 10 damage from this Pokémon.,heal_self,10,
Dugtrio,Cliff Crumbler,"Discard the top card of your deck. If that card is a {F} Pokémon, this attack does 60 more damage.",discard_top_own_deck_bonus_if_type,fighting,60
Poliwrath ex,Hydro Knuckle,"If this Pokémon has any {W} Energy attached, this attack does 40 more damage.",bonus_damage_per_energy_attached,w,40
Phanpy,Flail,This attack does damage to your opponent's Active Pokémon equal to the damage this Pokémon has on it.,damage_equal_to_self_damage,,
Relicanth,Take Down,This Pokémon also does 10 damage to itself.,self_damage_fixed_amount,10,
Crustle,Stone Edge,"Flip a coin. If heads, this attack does 50 more damage.",flip_bonus_damage_if_heads,1,50
Seviper,Fateful Fang,"If your opponent's Active Pokémon is Zangoose, this attack does 40 more damage.",bonus_damage_if_named_opponent,zangoose,40
Malamar,Mental Surge,This attack does 20 damage to each of your opponent's Pokémon.,bench_damage_all_opponent,20,
Altaria,Dragon Arcana,"If this Pokémon has 2 or more different types of Energy attached, this attack does 60 more damage.",bonus_damage_if_multiple_energy_types,60,
Lickitung,Stretch Tongue,This attack does 30 damage to 1 of your opponent's Pokémon.,bench_damage_one,30,
Lickilicky,Stretch Tongue,This attack does 60 damage to 1 of your opponent's Pokémon.,bench_damage_one,60,
Igglybuff,Sleepy Lullaby,Your opponent's Active Pokémon is now Asleep.,inflict_status,asleep,
Teddiursa,Surprise Attack,"Flip a coin. If tails, this attack does nothing.",flip_do_nothing_if_tails,,
Miltank,Rolling Frenzy,"Until this Pokémon leaves the Active Spot, this Pokémon's Rolling Frenzy attack does +30 damage. This effect stacks.",stacking_damage_boost,30,
Azurill,Squishy Healing,Heal 50 damage from 1 of your Benched Pokémon.,heal_bench_one,50,
Fletchling,Quick Attack,"Flip a coin. If heads, this attack does 30 more damage.",flip_bonus_damage_if_heads,1,30
Latios,Luster Purge,Discard all Energy from this Pokémon.,discard_energy_specific,all,all
Phanpy,Flail,This attack does damage to your opponent's Active Pokémon equal to the damage this Pokémon has on it.,damage_equal_to_self_damage,,
Azurill,Squishy Healing,Heal 50 damage from 1 of your Benched Pokémon.,heal_bench_one,50,
Jumpluff ex,Breeze-By Attack,You may switch this Pokémon with 1 of your Benched Pokémon.,switch_self_with_bench,,
Entei ex,Blazing Beatdown,"If this Pokémon has at least 2 extra {R} Energy attached, this attack does 60 more damage.",extra_damage_if_extra_energy_attached,2|60,r
Suicune ex,Crystal Waltz,This attack does 20 damage for each Benched Pokémon (both yours and your opponent's).,bonus_damage_for_each_bench,20,
Raikou ex,Voltaic Bullet,This attack also does 10 damage to 1 of your opponent's Benched Pokémon.,bench_damage_one,10,
Poliwrath ex,Hydro Knuckle,"If this Pokémon has any {W} Energy attached, this attack does 40 more damage.",bonus_damage_per_energy_attached,w,40
Jumpluff ex,Breeze-By Attack,You may switch this Pokémon with 1 of your Benched Pokémon.,switch_self_with_bench,,
Entei ex,Blazing Beatdown,"If this Pokémon has at least 2 extra {R} Energy attached, this attack does 60 more damage.",extra_damage_if_extra_energy_attached,2|60,r
Raikou ex,Voltaic Bullet,This attack also does 10 damage to 1 of your opponent's Benched Pokémon.,bench_damage_one,10,
Poliwrath ex,Hydro Knuckle,"If this Pokémon has any {W} Energy attached, this attack does 40 more damage.",bonus_damage_per_energy_attached,w,40
Suicune ex,Crystal Waltz,This attack does 20 damage for each Benched Pokémon (both yours and your opponent's).,bonus_damage_for_each_bench,20,
Psyduck,Headache,Your opponent can't use any Supporter cards from their hand during their next turn.,prevent_supporter_next_turn,,
Kingler,KO Crab,"Flip 2 coins. If both of them are heads, this attack does 80 more damage.",flip_both_heads_bonus,80,
Paldean Wooper,Poison Jab,Your opponent's Active Pokémon is now Poisoned.,inflict_status,poisoned,
Infernape ex,Flare Blitz,Discard all {R} Energy from this Pokémon.,discard_energy_specific,r,all
Mew ex,Genome Hacking,Choose 1 of your opponent's Active Pokémon's attacks and use it as this attack.,copy_opponent_attack,,
Garchomp ex,Linear Attack,This attack does 50 damage to 1 of your opponent's Pokémon.,bench_damage_one,50,
Paldean Clodsire ex,Venoshock,"If your opponent's Active Pokémon is Poisoned, this attack does 60 more damage.",bonus_damage_if_opponent_poisoned,60,
Mantyke,Splashy Toss,Take a {W} Energy from your Energy Zone and attach it to 1 of your Benched Basic Pokémon.,attach_energy_from_zone,w,
Pinsir,X-Scissor,"Flip a coin. If heads, this attack does 50 more damage.",flip_bonus_damage_if_heads,1,50
Mega Pinsir ex,Critical Scissors,"Flip a coin. If heads, this attack does 70 more damage.",flip_bonus_damage_if_heads,1,70
Silcoon,Harden,"During your opponent's next turn, prevent all damage done to this Pokémon by attacks if that damage is 40 or less.",prevent_damage_if_under_threshold,40,
Beautifly,Skill Dive,This attack does 50 damage to 1 of your opponent's Pokémon.,bench_damage_one,opponent,50
Cascoon,Harden,"During your opponent's next turn, prevent all damage done to this Pokémon by attacks if that damage is 40 or less.",prevent_damage_if_under_threshold,40,
Dustox,Select Powder,Choose either Poisoned or Confused. Your opponent's Active Pokémon is now affected by that Special Condition.,inflict_status_choice,poisoned;confused,
Shiftry,Nipping Cyclone,Discard a random card from your opponent's hand.,discard_random_from_opponent_hand,1,
Simisage,Fury Swipes,Flip 3 coins. This attack does 40 damage for each heads.,flip_multiplier,3,40
Whimsicott ex,Grass Knot,This attack does 30 more damage for each Energy in your opponent's Active Pokémon's Retreat Cost.,bonus_damage_per_retreat_cost,30,
Maractus,Dazzle Dance,Your opponent's Active Pokémon is now Confused.,inflict_status,confused,
Virizion,Sacred Sword,"During your next turn, this Pokémon can't use Sacred Sword.",self_lock_specific_attack,,
Gogoat,Double-Edge,This Pokémon also does 20 damage to itself.,self_damage_fixed_amount,20,
Trevenant,Horn Leech,Heal 20 damage from this Pokémon.,heal_self,20,
Arcanine,Fire Fang,"Flip a coin. If heads, your opponent's Active Pokémon is now Burned.",flip_inflict_status_if_heads,burned,
Rapidash ex,Sprinting Flare,This attack also does 20 damage to 1 of your opponent's Benched Pokémon.,bench_damage_one,opponent,20
Ho-Oh,Blessed Burn,Heal 30 damage from each of your Benched Basic Pokémon.,heal_type_pokemon,30,basic
Blaziken,Blaze Kick,Discard a {R} Energy from this Pokémon.,discard_energy_specific,fire,1
Mega Blaziken ex,Mega Burning,Discard Fire{R} Energy from this Pokémon. Your opponent's Active Pokémon is now Burned.,discard_energy_specific_inflict_status,fire,1
Simisear,Fury Swipes,Flip 3 coins. This attack does 40 damage for each heads.,flip_multiplier,3,40
Darumaka,Reckless Charge,This Pokémon also does 10 damage to itself.,self_damage_fixed_amount,10,
Darmanitan,Darmani-Hands,Flip 2 coins. This attack does 30 more damage for each heads.,flip_multiplier_bonus,2,30
Heatmor,Tongue Whip,This attack does 30 damage to 1 of your opponent's Benched Pokémon.,bench_damage_one,opponent,30
Pyroar,Fire Blast,Discard 2 {R} Energy from this Pokémon.,discard_energy_specific,fire,2
Turtonator,Shell Trap,"During your opponent's next turn, if this Pokémon is damaged by an attack, do 20 damage to the Attacking Pokémon.",counter_on_hit_next_turn,20,
Magikarp,Waterfall Evolution,Put a random card from your deck that evolves from this Pokémon onto this Pokémon to evolve it.,auto_evolve_random,,
Gyarados,Hammering Tail,Discard the top card of your opponent's deck.,discard_top_opponent_deck,1,
Mega Gyarados ex,Mega Blaster,Discard the top 3 cards of your opponent's deck.,discard_top_opponent_deck,3,
Ludicolo,Rhythmic Steps,"If you have exactly 1, 3, or 5 cards in your hand, this attack does 60 more damage.",bonus_damage_if_hand_count,60,1;3;5
Wailord,Whale Pump,This attack does 10 more damage for each {W} Energy attached to this Pokémon.,bonus_damage_per_energy_attached,10,water
Luvdisc,Paired Tackle,"If you have exactly 2, 4, or 6 cards in your hand, this attack does 30 more damage.",bonus_damage_if_hand_count,30,2;4;6
Simipour,Fury Swipes,Flip 3 coins. This attack does 40 damage for each heads.,flip_multiplier,3,40
Seismitoad,Split Spiral Punch,Your opponent's Active Pokémon is now Confused.,inflict_status,confused,
Carracosta,Blocking Shell,Prevent all damage done to this Pokémon by attacks from Basic Pokémon during your opponent's next turn.,prevent_damage_from_basic_next_turn,,
Keldeo,Sacred Sword,"During your next turn, this Pokémon can't use Sacred Sword.",self_lock_specific_attack,,
Frogadier,Bounce,Switch this Pokémon with 1 of your Benched Pokémon.,switch_self_with_bench,,
Avalugg,Frost Barrier,"During your opponent's next turn, this Pokémon takes −20 damage from attacks.",reduce_incoming_damage_next_turn,20,
Drednaw,Jaw Lock,"During your opponent's next turn, the Defending Pokémon can't retreat.",inflict_effect,retreat_lock,
Barraskewda,Double-Edge,This Pokémon also does 20 damage to itself.,self_damage_fixed_amount,20,
Ampharos,Zapping Bullet,1 of your opponent's Benched Pokémon is chosen at random. This attack also does 20 damage to it.,random_single_target_damage,20,
Mega Ampharos ex,Lightning Lancer,"1 of your opponent's Benched Pokémon is chosen at random 3 times. For each time a Pokémon was chosen, also do 20 damage to it.",random_multi_target_damage,3,20
Luxray,Flash Impact,This attack also does 20 damage to 1 of your Benched Pokémon.,bench_damage_one,self,20
Pachirisu,Attack the Wound,"If your opponent's Active Pokémon has damage on it, this attack does 30 more damage.",bonus_damage_if_opponent_damaged,30,
Dedenne,Electric Nibbling,Discard a {L} Energy from your opponent's Active Pokémon.,discard_energy_type_from_opponent,lightning,1
Yamper,Roar,Switch out your opponent's Active Pokémon to the Bench. (Your opponent chooses the new Active Pokémon.),force_opponent_switch,,
Misdreavus,Double Spin,Flip 2 coins. This attack does 20 damage for each heads.,flip_multiplier,2,20
Sableye,Dirty Throw,"Discard a card from your hand. If you can't, this attack does nothing.",discard_from_hand_required,1,
Mega Altaria ex,Mega Harmony,This attack does 30 more damage for each of your Benched Pokémon.,bonus_damage_for_each_bench,30,
Duskull,Ambush,"Flip a coin. If heads, this attack does 30 more damage.",flip_bonus_damage_if_heads,1,30
Jirachi,Star Drop,This attack does 30 damage to 1 of your opponent's Pokémon.,bench_damage_one,opponent,30
Drifloon,Wind Blast,This attack does 20 damage to 1 of your opponent's Benched Pokémon.,bench_damage_one,opponent,20
Drifblim,Balloon Barrage,This attack does 20 more damage for each Energy attached to this Pokémon.,bonus_damage_per_energy_attached,20,
Chingling,Jingly Noise,"During your opponent's next turn, they can't play any Item cards from their hand.",inflict_effect,block_items,
Cofagrigus,Soul Shot,"Discard 2 cards from your hand. If you can't discard 2 cards, this attack does nothing.",discard_from_hand_required,2,
Gothitelle,Stellar Cradle,"During your opponent's next turn, if they attach Energy from their Energy Zone to the Defending Pokémon, that Pokémon will be Asleep.",inflict_status_on_energy_attach,asleep,
Aromatisse,Confounding Cologne,Your opponent's Active Pokémon is now Confused.,inflict_status,confused,
Swirlix,Cotton Guard,"During your opponent's next turn, this Pokémon takes −20 damage from attacks.",reduce_incoming_damage_next_turn,20,
Slurpuff,Draining Kiss,Heal 30 damage from this Pokémon.,heal_self,30,
Carbink,Guard Press,"During your opponent's next turn, this Pokémon takes −30 damage from attacks.",reduce_incoming_damage_next_turn,30,
Indeedee ex,Psychic,This attack does 30 more damage for each Energy attached to your opponent's Active Pokémon.,bonus_damage_for_each_energy_on_opponent,30,
Hitmonchan ex,Quick Straight,This attack's damage isn't affected by Weakness.,ignore_weakness,,
Sudowoodo,Fight Back,"If this Pokémon has damage on it, this attack does 50 more damage.",bonus_damage_if_self_damaged,50,
Hariyama,Slapping Knockdown,"Before doing damage, discard all Pokémon Tools from your opponent's Active Pokémon.",discard_tools_before_damage,,
Hippowdon,Crashing Fangs,"Flip a coin. If tails, during your next turn, this Pokémon can't attack.",flip_lock_self_if_tails,,
Krookodile,Chomp Chomp Bite,"Flip a coin until you get tails. For each heads, discard a random Energy from your opponent's Active Pokémon.",flip_discard_energy_until_tails,,
Archeops,Wild Spin,"This attack does 20 damage to each of your opponent's Pokémon. During your next turn, this Pokémon's Wild Spin attack does +20 damage to each of your opponent's Pokémon.",damage_all_opponent_stack,20,
Golurk,Heavy Rocket,Reveal the top 3 cards of your deck. This attack does 60 damage for each Pokémon with a Retreat Cost of 3 or more you find there. Shuffle the revealed cards back into your deck.,bonus_damage_per_retreat_cost_reveal,60,3
Terrakion,Sacred Sword,"During your next turn, this Pokémon can't use Sacred Sword.",self_lock_specific_attack,,
Crabominable,Last-Chance Punch,"If this Pokémon's remaining HP is 30 or less, this attack does 60 more damage.",bonus_damage_if_low_hp,60,30
Sandygast,Sand Attack,"During your opponent's next turn, if the Defending Pokémon tries to use an attack, your opponent flips a coin. If tails, that attack doesn't happen.",flip_block_attack_next_turn,,
Palossand,Life Sucker,Heal 20 damage from this Pokémon.,heal_self,20,
Coalossal,Coal Drop,"If your opponent's Active Pokémon is a {G} Pokémon, this attack does 50 more damage.",bonus_damage_if_opponent_type,50,grass
Honchkrow,Evil Admonition,This attack does 40 more damage for each of your opponent's Pokémon in play that has an Ability.,bonus_damage_per_ability_opponent,40,
Absol,Ominous Claw,"Flip a coin. If heads, your opponent reveals their hand. Choose a Supporter card you find there and discard it.",flip_reveal_discard_supporter,,
Mega Absol ex,Darkness Claw,Your opponent reveals their hand. Choose a Supporter card you find there and discard it.,reveal_discard_supporter,,
Drapion,Stun Poison,"Flip a coin. If heads, your opponent's Active Pokémon is now Poisoned and Paralyzed.",flip_inflict_status_both,poisoned_paralyzed,
Darkrai,Shadow Cage,"During your opponent's next turn, the Defending Pokémon can't retreat.",inflict_effect,retreat_lock,
Hydreigon,Hyper Ray,Discard all Energy from this Pokémon.,discard_energy_all,,
Pangoro,Overdrive Smash,"During your next turn, this Pokémon's Overdrive Smash attack does +30 damage.",self_boost_next_turn,30,
Mareanie,Poison Sting,Your opponent's Active Pokémon is now Poisoned.,inflict_status,poisoned,
Toxapex,Venoshock,"If your opponent's Active Pokémon is Poisoned, this attack does 70 more damage.",bonus_damage_if_opponent_poisoned,70,
Morgrem,False Surrender,This attack's damage isn't affected by any effects on your opponent's Active Pokémon.,ignore_effects,,
Ferrothorn,Guard Press,"During your opponent's next turn, this Pokémon takes −20 damage from attacks.",reduce_incoming_damage_next_turn,20,
Durant,Bite Together,"If Durant is on your Bench, this attack does 40 more damage.",bonus_damage_if_named_bench,40,Durant
Cobalion,Sacred Sword,"During your next turn, this Pokémon can't use Sacred Sword.",self_lock_specific_attack,,
Melmetal ex,Metal Arms,"If this Pokémon has a Pokémon Tool attached, this attack does 50 more damage.",bonus_damage_if_tool,50,
Corviknight,Iron Wings,"Discard 2 {M} Energy from this Pokémon. During your opponent's next turn, this Pokémon takes −50 damage from attacks.",discard_energy_specific_reduce_damage,metal,2
Druddigon,Giga Claw,"Flip 2 coins. If both of them are tails, this attack does nothing.",flip_do_nothing_if_double_tails,,
Goodra,Spiral Drain,Heal 40 damage from this Pokémon.,heal_self,40,
Pidgeot,Twister,"Flip 2 coins. For each heads, discard a random Energy from your opponent's Active Pokémon. If both of them are tails, this attack does nothing.",flip_discard_energy_multiple,2,
Tauros ex,Wild Tackle,"Flip a coin. If tails, this Pokémon also does 30 damage to itself.",flip_self_damage_if_tails,30,
Aipom,Tail Smash,"Flip a coin. If tails, this attack does nothing.",flip_do_nothing_if_tails,,
Ambipom,Excited Tail,"Flip 2 coins. This attack does 30 damage for each heads. If this Pokémon has Lucky Mittens attached, flip 4 coins instead.",flip_multiplier_tool_bonus,2,30
Miltank,Body Slam,"Flip a coin. If heads, your opponent's Active Pokémon is now Paralyzed.",flip_inflict_status_if_heads,paralysis,
Exploud,Booming Roar,"During your opponent's next turn, they can't play any Item cards from their hand.",inflict_effect,block_items,
Skitty,Play Rough,"Flip a coin. If heads, this attack does 30 more damage.",flip_bonus_damage_if_heads,1,30
Spinda,Dizzying Headbutt,Both Active Pokémon are now Confused.,inflict_status_both,confused,
Swablu,Sing,Your opponent's Active Pokémon is now Asleep.,inflict_status,asleep,
Altaria,Do the Wave,This attack does 20 more damage for each of your Benched Pokémon.,bonus_damage_for_each_bench,20,
Chatot,Sleepy Song,Your opponent's Active Pokémon is now Asleep.,inflict_status,asleep,
Watchog,Biting Fang,"Flip a coin. If heads, this attack does 40 more damage.",flip_bonus_damage_if_heads,1,40
Lillipup,Collect,Draw a card.,draw_cards,1,
Stoutland,Dangerous Bite,"If your opponent's Active Pokémon is a Basic Pokémon, this attack does 70 more damage.",bonus_damage_if_opponent_basic,70,
Wooloo,Continuous Tumble,Flip a coin until you get tails. This attack does 40 damage for each heads.,flip_until_tails_multiplier,40,
Dubwool,Boundless Power,"During your next turn, this Pokémon can't attack.",cant_attack_next_turn,,
Beautifly,Skill Dive,This attack does 50 damage to 1 of your opponent's Pokémon.,bench_damage_one,opponent,50
Magikarp,Waterfall Evolution,Put a random card from your deck that evolves from this Pokémon onto this Pokémon to evolve it.,auto_evolve_random,,
Ludicolo,Rhythmic Steps,"If you have exactly 1, 3, or 5 cards in your hand, this attack does 60 more damage.",bonus_damage_if_hand_count,60,1;3;5
Keldeo,Sacred Sword,"During your next turn, this Pokémon can't use Sacred Sword.",self_lock_specific_attack,,
Luxray,Flash Impact,This attack also does 20 damage to 1 of your Benched Pokémon.,bench_damage_one,self,20
Cofagrigus,Soul Shot,"Discard 2 cards from your hand. If you can't discard 2 cards, this attack does nothing.",discard_from_hand_required,2,
Hippowdon,Crashing Fangs,"Flip a coin. If tails, during your next turn, this Pokémon can't attack.",flip_lock_self_if_tails,,
Archeops,Wild Spin,"This attack does 20 damage to each of your opponent's Pokémon. During your next turn, this Pokémon's Wild Spin attack does +20 damage to each of your opponent's Pokémon.",damage_all_opponent_stack,20,
Honchkrow,Evil Admonition,This attack does 40 more damage for each of your opponent's Pokémon in play that has an Ability.,bonus_damage_per_ability_opponent,40,
Hydreigon,Hyper Ray,Discard all Energy from this Pokémon.,discard_energy_all,,
Corviknight,Iron Wings,"Discard 2 {M} Energy from this Pokémon. During your opponent's next turn, this Pokémon takes −50 damage from attacks.",discard_energy_specific_reduce_damage,metal,2
Stoutland,Dangerous Bite,"If your opponent's Active Pokémon is a Basic Pokémon, this attack does 70 more damage.",bonus_damage_if_opponent_basic,70,
Mega Pinsir ex,Critical Scissors,"Flip a coin. If heads, this attack does 70 more damage.",flip_bonus_damage_if_heads,1,70
Whimsicott ex,Grass Knot,This attack does 30 more damage for each Energy in your opponent's Active Pokémon's Retreat Cost.,bonus_damage_per_retreat_cost,30,
Rapidash ex,Sprinting Flare,This attack also does 20 damage to 1 of your opponent's Benched Pokémon.,bench_damage_one,opponent,20
Mega Blaziken ex,Mega Burning,Discard Fire{R} Energy from this Pokémon. Your opponent's Active Pokémon is now Burned.,discard_energy_specific_inflict_status,fire,1
Mega Gyarados ex,Mega Blaster,Discard the top 3 cards of your opponent's deck.,discard_top_opponent_deck,3,
Mega Ampharos ex,Lightning Lancer,"1 of your opponent's Benched Pokémon is chosen at random 3 times. For each time a Pokémon was chosen, also do 20 damage to it.",random_multi_target_damage,3,20
Mega Altaria ex,Mega Harmony,This attack does 30 more damage for each of your Benched Pokémon.,bonus_damage_for_each_bench,30,
Indeedee ex,Psychic,This attack does 30 more damage for each Energy attached to your opponent's Active Pokémon.,bonus_damage_for_each_energy_on_opponent,30,
Hitmonchan ex,Quick Straight,This attack's damage isn't affected by Weakness.,ignore_weakness,,
Mega Absol ex,Darkness Claw,Your opponent reveals their hand. Choose a Supporter card you find there and discard it.,reveal_discard_supporter,,
Melmetal ex,Metal Arms,"If this Pokémon has a Pokémon Tool attached, this attack does 50 more damage.",bonus_damage_if_tool,50,
Tauros ex,Wild Tackle,"Flip a coin. If tails, this Pokémon also does 30 damage to itself.",flip_self_damage_if_tails,30,
Mega Pinsir ex,Critical Scissors,"Flip a coin. If heads, this attack does 70 more damage.",flip_bonus_damage_if_heads,1,70
Whimsicott ex,Grass Knot,This attack does 30 more damage for each Energy in your opponent's Active Pokémon's Retreat Cost.,bonus_damage_per_retreat_cost,30,
Rapidash ex,Sprinting Flare,This attack also does 20 damage to 1 of your opponent's Benched Pokémon.,bench_damage_one,opponent,20
Mega Ampharos ex,Lightning Lancer,"1 of your opponent's Benched Pokémon is chosen at random 3 times. For each time a Pokémon was chosen, also do 20 damage to it.",random_multi_target_damage,3,20
Indeedee ex,Psychic,This attack does 30 more damage for each Energy attached to your opponent's Active Pokémon.,bonus_damage_for_each_energy_on_opponent,30,
Hitmonchan ex,Quick Straight,This attack's damage isn't affected by Weakness.,ignore_weakness,,
Mega Absol ex,Darkness Claw,Your opponent reveals their hand. Choose a Supporter card you find there and discard it.,reveal_discard_supporter,,
