set,number,pokemonName,attackName,effect_type,param1,param2,effect_text,damageBase,damageNotation
A3b,75,Espeon,Energy Crush,bonus_damage_per_energy_on_opponent_all,20,,This attack does 20 damage for each Energy attached to all of your opponent's Pokémon.,20.0,20
A3b,76,Sylveon,Evoharmony,bonus_damage_per_evolution_bench,30,,This attack does 30 more damage for each Evolution Pokémon on your Bench.,40.0,40
A3b,77,Umbreon,Dark Binding,cant_attack_next_turn,,,"""If the Defending Pokémon is a Basic Pokémon, it can't attack during your opponent's next turn.""",40.0,40
A3b,78,Eevee,Collect,draw_cards,1,,Draw a card.,,
A3b,79,Flareon ex,Fire Spin,discard_energy_specific,,2,Discard 2 {R} Energy from this Pokémon.,130.0,130
A3b,80,Primarina ex,Hydro Pump,extra_damage_if_extra_energy_attached,1|40,,"""If this Pokémon has at least 1 extra {W} Energy attached, this attack does 40 more damage.""",40.0,40
A3b,80,Primarina ex,Sparkling Aria,heal_self,20,,Heal 20 damage from this Pokémon.,100.0,100
A3b,82,Dragonite ex,Giga Impact,cant_attack_next_turn,,,"""During your next turn, this Pokémon can't attack.""",180.0,180
A3b,84,Snorlax ex,Flop-Down Punch,inflict_status_self,asleep,,This Pokémon is now Asleep.,130.0,130
A3b,87,Flareon ex,Fire Spin,discard_energy_specific,,2,Discard 2 {R} Energy from this Pokémon.,130.0,130
A3b,88,Primarina ex,Hydro Pump,extra_damage_if_extra_energy_attached,1|40,,"""If this Pokémon has at least 1 extra {W} Energy attached, this attack does 40 more damage.""",40.0,40
A3b,88,Primarina ex,Sparkling Aria,heal_self,20,,Heal 20 damage from this Pokémon.,100.0,100
A3b,90,Dragonite ex,Giga Impact,cant_attack_next_turn,,,"""During your next turn, this Pokémon can't attack.""",180.0,180
A3b,91,Snorlax ex,Flop-Down Punch,inflict_status_self,asleep,,This Pokémon is now Asleep.,130.0,130
A3b,93,Pinsir,Guillotine Rush,flip_bonus_damage_if_heads,1,40,Flip a coin until you get tails. This attack does 40 more damage for each heads.,50.0,50
A3b,94,Lapras,Hydro Pump,extra_damage_if_extra_energy_attached,3|70,,"""If this Pokémon has at least 3 extra {W} Energy attached, this attack does 70 more damage.""",20.0,20
A3b,95,Voltorb,Big Explosion,self_damage_fixed_amount,10,,This Pokémon also does 10 damage to itself.,30.0,30
A3b,97,Ralts,Teleport,switch_self_with_bench,,,Switch this Pokémon with 1 of your Benched Pokémon.,,
A3b,101,Arbok,Corner,prevent_retreat_next_turn,,,"""During your opponent's next turn, the Defending Pokémon can't retreat.""",60.0,60
A3b,103,Moltres ex,Inferno Dance,attach_energy_from_zone,fire,count_heads,Flip 3 coins. Take an amount of {R} Energy from your Energy Zone equal to the number of heads and attach it to your Benched {R} Pokémon in any way you like.,,
A3b,104,Articuno ex,Blizzard,bench_damage_all_opponent,10,,This attack also does 10 damage to each of your opponent's Benched Pokémon.,80.0,80
A3b,105,Zapdos ex,Thundering Hurricane,flip_multiplier,4,50,Flip 4 coins. This attack does 50 damage for each heads.,50.0,50
A3b,106,Gallade ex,Energized Blade,bonus_damage_per_energy_attached,20,,This attack does 20 more damage for each Energy attached to your opponent's Active Pokémon.,70.0,70
A4,1,Oddish,Poison Powder,inflict_status,poison,,Your opponent's Active Pokémon is now Poisoned.,10.0,10.0
A4,3,Bellossom,Petal Dance,flip_multiplier_self_confuse,3,60.0,Flip 3 coins. This attack does 60 damage for each heads. This Pokémon is now Confused.,60.0,60.0
A4,4,Tangela,Sleep Powder,inflict_status,sleep,,Your opponent's Active Pokémon is now Asleep.,20.0,20.0
A4,5,Tangrowth,Grass Knot,bonus_damage_per_energy_attached,40,,This attack does 40 more damage for each Energy in your opponent's Active Pokémon's Retreat Cost.,10.0,10.0
A4,10,Meganium,Bloomshine,heal_all,20,,Heal 20 damage from each of your Pokémon.,80.0,80.0
A4,16,Sunkern,Blot,heal_self,10,,Heal 10 damage from this Pokémon.,20.0,20.0
A4,18,Yanma,U-turn,switch_self_with_bench,,,Switch this Pokémon with 1 of your Benched Pokémon.,20.0,20.0
A4,21,Shuckle ex,Triple Slap,flip_multiplier,3,20.0,Flip 3 coins. This attack does 20 damage for each heads.,20.0,20.0
A4,22,Heracross,Single Lunge,bonus_damage_if_no_damage_self,40,,"If this Pokémon has no damage on it, this attack does 40 more damage.",40.0,40.0
A4,23,Cherubi,Sweets Relay,damage_per_other_move_used,sweets relay,20.0,"If 1 of your Pokémon used Sweets Relay during your last turn, this attack does 20 more damage.",10.0,10.0
A4,26,Ninetales,Scorching Breath,cant_attack_next_turn,,,"During your next turn, this Pokémon can't attack.",120.0,120.0
A4,31,Magcargo,Spurt Fire,random_multi_target_damage,3,50.0,"1 other Pokémon (either yours or your opponent's) is chosen at random 3 times. For each time a Pokémon was chosen, do 50 damage to it.",,
A4,32,Magby,Toasty Toss,attach_energy_from_zone,fire,to_bench,Take a {R} Energy from your Energy Zone and attach it to 1 of your Benched Basic Pokémon.,,
A4,33,Entei,Strong Flare,discard_random_energy_from_opponent,2,,"Flip a coin. If tails, discard 2 random Energy from this Pokémon.",110.0,110.0
A4,34,Ho-Oh ex,Phoenix Turbo,attach_multiple_energy_from_zone,fire;water;lightning,to_bench,"Take a {R}, {W}, and {L} Energy from your Energy Zone and attach them to your Benched Basic Pokémon in any way you like.",80.0,80.0
A4,37,Heatmor,Roasting Heat,bonus_damage_if_opponent_burned,60,,"If your opponent's Active Pokémon is Burned, this attack does 60 more damage.",30.0,30.0
A4,43,Kingdra ex,Stormy Prison,prevent_retreat_next_turn,,,"During your opponent's next turn, the Defending Pokémon can't retreat.",90.0,90.0
A4,44,Magikarp,Splashing Dodge,flip_prevent_damage_next_turn,,,"Flip a coin. If heads, during your opponent's next turn, prevent all damage from—and effects of—attacks done to this Pokémon.",10.0,10.0
A4,45,Gyarados,Wild Swing,discard_bench_for_bonus_damage,40,,You may discard any number of your Benched {W} Pokémon. This attack does 40 more damage for each Benched Pokémon you discarded in this way.,20.0,20.0
A4,48,Feraligatr,Destructive Whirlpool,discard_random_energy_from_opponent,1,,Discard a random Energy from your opponent's Active Pokémon.,90.0,90.0
A4,53,Qwilfish,Poison Sting,inflict_status,poison,,Your opponent's Active Pokémon is now Poisoned.,20.0,20.0
A4,54,Corsola,Find a Friend,search_pokemon_type_random,,,Put a random Pokémon from your deck into your hand.,,
A4,56,Octillery,Octazooka,flip_block_attack,,,"If the Defending Pokémon tries to use an attack, your opponent flips a coin. If tails, that attack doesn't happen. This effect lasts until the Defending Pokémon leaves the Active Spot, and it doesn't stack.",50.0,50.0
A4,57,Delibird,Stumbling Draw,draw_cards,1,,Draw a card.,10.0,10.0
A4,58,Mantine,Dive,flip_prevent_damage_next_turn,,,"Flip a coin. If heads, during your opponent's next turn, prevent all damage from—and effects of—attacks done to this Pokémon.",80.0,80.0
A4,59,Suicune,Cure Stream,reduce_damage_next_turn,20,,"During your opponent's next turn, attacks used by the Defending Pokémon do −20 damage.",70.0,70.0
A4,63,Swanna,Feathery Cyclone,move_all_energy_to_bench,,,Move all Energy from this Pokémon to 1 of your Benched Pokémon.,60.0,60.0
A4,65,Lanturn ex,Flashing Signal,inflict_status,paralysis,,"Flip a coin. If heads, your opponent's Active Pokémon is now Paralyzed. If tails, your opponent's Active Pokémon is now Confused.",80.0,80.0
A4,66,Pichu,Crackly Toss,attach_energy_from_zone,lightning,to_bench,Take a {L} Energy from your Energy Zone and attach it to 1 of your Benched Basic Pokémon.,,
A4,69,Ampharos,Thunder Punch,flip_bonus_damage_if_heads,1,40.0,"Flip a coin. If heads, this attack does 40 more damage. If tails, this Pokémon also does 20 damage to itself.",80.0,80.0
A4,70,Elekid,Zappy Shot,bench_damage_one,opponent,20.0,This attack does 20 damage to 1 of your opponent's Benched Pokémon.,,
A4,71,Raikou,Thunder,self_damage_fixed_amount,20,,This Pokémon also does 20 damage to itself.,70.0,70.0
A4,72,Emolga,Raging Thunder,bench_damage_one,self,10.0,This attack also does 10 damage to 1 of your Benched Pokémon.,40.0,40.0
A4,73,Slowpoke,Rest,inflict_status,sleep,,This Pokémon is now Asleep. Heal 30 damage from it.,,
A4,74,Slowking,Psychic,bonus_damage_per_energy_attached,30,,This attack does 30 more damage for each Energy attached to your opponent's Active Pokémon.,10.0,10.0
A4,75,Smoochum,Shivery Wave,bonus_damage_for_each_energy_on_opponent,20,,This attack does 20 damage for each Energy attached to your opponent's Active Pokémon.,20.0,20.0
A4,76,Jynx,Attract Smack,inflict_status,paralysis,,"Flip a coin. If heads, your opponent's Active Pokémon is now Paralyzed.",30.0,30.0
A4,77,Cleffa,Twinkly Call,search_pokemon_type_random,,,Put a random Pokémon from your deck into your hand.,,
A4,78,Togepi,Charm,reduce_damage_next_turn,20,,"During your opponent's next turn, attacks used by the Defending Pokémon do −20 damage.",,
A4,82,Xatu,Life Drain,flip_set_hp,10,,"Flip a coin. If heads, your opponent's Active Pokémon's remaining HP is now 10.",,
A4,86,Wobbuffet,Reply Strongly,bonus_damage_if_damaged_last_turn,50,,"If this Pokémon was damaged by an attack during your opponent's last turn while it was in the Active Spot, this attack does 50 more damage.",30.0,30.0
A4,87,Girafarig,Psybeam,inflict_status,confusion,,Your opponent's Active Pokémon is now Confused.,50.0,50.0
A4,89,Granbull,Wild Tackle,self_damage_fixed_amount,20,,This Pokémon also does 20 damage to itself.,100.0,100.0
A4,91,Musharna,Dream Dance,inflict_status,sleep,,Both Active Pokémon are now Asleep.,60.0,60.0
A4,98,Mamoswine,Earthquake,bench_damage_all_self,20,,This attack also does 20 damage to each of your Benched Pokémon.,160.0,160.0
A4,99,Phanpy,Reckless Charge,self_damage_fixed_amount,10,,This Pokémon also does 10 damage to itself.,30.0,30.0
A4,100,Donphan ex,Gigantic Press,extra_damage_if_extra_energy_attached,2|60,,"If this Pokémon has at least 2 extra {F} Energy attached, this attack does 60 more damage.",50.0,50.0
A4,102,Hitmontop,Piercing Spin,bench_damage_one,opponent,20.0,This attack also does 20 damage to 1 of your opponent's Benched Pokémon.,20.0,20.0
A4,104,Pupitar,Guard Press,reduce_damage_next_turn,30,,"During your opponent's next turn, this Pokémon takes −30 damage from attacks.",20.0,20.0
A4,105,Binacle,Dual Chop,flip_multiplier,2,30.0,Flip 2 coins. This attack does 30 damage for each heads.,30.0,30.0
A4,107,Zubat,Venomous Fang,inflict_status,poison,,Your opponent's Active Pokémon is now Poisoned.,10.0,10.0
A4,108,Golbat,Venomous Fang,inflict_status,poison,,Your opponent's Active Pokémon is now Poisoned.,20.0,20.0
A4,109,Crobat ex,Venomous Slash,inflict_status,poison,,Your opponent's Active Pokémon is now Poisoned.,70.0,70.0
A4,111,Ariados,Bind Down,prevent_retreat_next_turn,,,"During your opponent's next turn, the Defending Pokémon can't retreat.",40.0,40.0
A4,113,Murkrow,Astonish,flip_shuffle_random_from_hand,,,"Flip a coin. If heads, your opponent reveals a random card from their hand and shuffles it into their deck.",,
A4,118,Houndoom,Diving Swipe,discard_random_from_opponent_hand,1,,Discard a random card from your opponent's hand.,70.0,70.0
A4,120,Absol,Leap Over,bench_damage_one,opponent,30.0,This attack does 30 damage to 1 of your opponent's Benched Pokémon.,,
A4,123,Scizor,Gale Thrust,bonus_damage_if_switched_in,50,,"If this Pokémon moved from your Bench to the Active Spot this turn, this attack does 50 more damage.",50.0,50.0
A4,124,Skarmory ex,Steel Wing,reduce_damage_next_turn,20,,"During your opponent's next turn, this Pokémon takes −20 damage from attacks.",70.0,70.0
A4,128,Klinklang,Gear Spinner,boost_next_attack,70,,"During your next turn, this Pokémon's Gear Spinner attack does +70 damage.",70.0,70.0
A4,130,Fearow,Peck Bugs,bonus_damage_if_type,grass,40,"If your opponent's Active Pokémon is a {G} Pokémon, this attack does 40 more damage.",30.0,30.0
A4,131,Chansey,Scrunch,flip_prevent_damage_next_turn,,,"Flip a coin. If heads, during your opponent's next turn, prevent all damage done to this Pokémon by attacks.",,
A4,132,Blissey,Energy Blow,bonus_damage_per_energy_attached,20,,This attack does 20 more damage for each Energy attached to this Pokémon.,20.0,20.0
A4,133,Kangaskhan,Cross-Cut,bonus_damage_if_evolution,40,,"If your opponent's Active Pokémon is an Evolution Pokémon, this attack does 40 more damage.",20.0,20.0
A4,134,Eevee,Find a Friend,search_pokemon_type_random,,,Put a random Pokémon from your deck into your hand.,,
A4,137,Porygon-Z,Slowing Beam,increase_energy_cost,1,,"During your opponent's next turn, attacks used by the Defending Pokémon cost 1 {C} more.",70.0,70.0
A4,139,Furret,Tail Smash,flip_do_nothing_if_tails,,,"Flip a coin. If tails, this attack does nothing.",80.0,80.0
A4,141,Noctowl,Fly,flip_do_nothing_if_tails,,,"Flip a coin. If tails, this attack does nothing. If heads, during your opponent's next turn, prevent all damage from—and effects of—attacks done to this Pokémon.",90.0,90.0
A4,142,Aipom,Imitate,draw_until_equal_hand,,,Draw cards until you have the same number of cards in your hand as your opponent.,,
A4,144,Dunsparce,Sudden Flash,inflict_status,paralysis,,"Flip a coin. If heads, your opponent's Active Pokémon is now Paralyzed.",20.0,20.0
A4,145,Teddiursa,Honey Snack,heal_self,20,,Heal 20 damage from this Pokémon.,,
A4,146,Ursaring,Swing Around,flip_multiplier_bonus,2,20.0,Flip 2 coins. This attack does 20 more damage for each heads.,60.0,60.0
A4,147,Stantler,Enhanced Horns,bonus_damage_if_tool,50,,"If this Pokémon has a Pokémon Tool attached, this attack does 50 more damage.",20.0,20.0
A4,148,Smeargle,Splatter Coating,change_energy_type,random,,"Change the type of a random Energy attached to your opponent's Active Pokémon to 1 of the following at random: {G}, {R}, {W}, {L}, {P}, {F}, {D}, or {M}.",50.0,50.0
A4,149,Lugia ex,Elemental Blast,discard_energy_specific,,1.0,"Discard a {R}, {W}, and {L} Energy from this Pokémon.",180.0,180.0
A4,150,Bouffalant,Continuous Headbutt,flip_until_tails_multiplier,,70.0,Flip a coin until you get tails. This attack does 70 damage for each heads.,70.0,70.0
A4,163,Bellossom,Petal Dance,flip_multiplier_self_confuse,3,60.0,Flip 3 coins. This attack does 60 damage for each heads. This Pokémon is now Confused.,60.0,60.0
A4,164,Heracross,Single Lunge,bonus_damage_if_no_damage_self,40,,"If this Pokémon has no damage on it, this attack does 40 more damage.",40.0,40.0
A4,166,Magby,Toasty Toss,attach_energy_from_zone,fire,to_bench,Take a {R} Energy from your Energy Zone and attach it to 1 of your Benched Basic Pokémon.,,
A4,168,Qwilfish,Poison Sting,inflict_status,poison,,Your opponent's Active Pokémon is now Poisoned.,20.0,20.0
A4,169,Octillery,Octazooka,flip_block_attack,,,"If the Defending Pokémon tries to use an attack, your opponent flips a coin. If tails, that attack doesn't happen. This effect lasts until the Defending Pokémon leaves the Active Spot, and it doesn't stack.",50.0,50.0
A4,170,Delibird,Stumbling Draw,draw_cards,1,,Draw a card.,10.0,10.0
A4,171,Pichu,Crackly Toss,attach_energy_from_zone,lightning,to_bench,Take a {L} Energy from your Energy Zone and attach it to 1 of your Benched Basic Pokémon.,,
A4,172,Ampharos,Thunder Punch,flip_bonus_damage_if_heads,1,40.0,"Flip a coin. If heads, this attack does 40 more damage. If tails, this Pokémon also does 20 damage to itself.",80.0,80.0
A4,173,Togepi,Charm,reduce_damage_next_turn,20,,"During your opponent's next turn, attacks used by the Defending Pokémon do −20 damage.",,
A4,174,Xatu,Life Drain,flip_set_hp,10,,"Flip a coin. If heads, your opponent's Active Pokémon's remaining HP is now 10.",,
A4,175,Wobbuffet,Reply Strongly,bonus_damage_if_damaged_last_turn,50,,"If this Pokémon was damaged by an attack during your opponent's last turn while it was in the Active Spot, this attack does 50 more damage.",30.0,30.0
A4,178,Murkrow,Astonish,flip_shuffle_random_from_hand,,,"Flip a coin. If heads, your opponent reveals a random card from their hand and shuffles it into their deck.",,
A4,180,Scizor,Gale Thrust,bonus_damage_if_switched_in,50,,"If this Pokémon moved from your Bench to the Active Spot this turn, this attack does 50 more damage.",50.0,50.0
A4,183,Stantler,Enhanced Horns,bonus_damage_if_tool,50,,"If this Pokémon has a Pokémon Tool attached, this attack does 50 more damage.",20.0,20.0
A4,184,Smeargle,Splatter Coating,change_energy_type,random,,"Change the type of a random Energy attached to your opponent's Active Pokémon to 1 of the following at random: {G}, {R}, {W}, {L}, {P}, {F}, {D}, or {M}.",50.0,50.0
A4,185,Blissey,Energy Blow,bonus_damage_per_energy_attached,20,,This attack does 20 more damage for each Energy attached to this Pokémon.,20.0,20.0
A4,186,Shuckle ex,Triple Slap,flip_multiplier,3,20.0,Flip 3 coins. This attack does 20 damage for each heads.,20.0,20.0
A4,187,Ho-Oh ex,Phoenix Turbo,attach_multiple_energy_from_zone,fire;water;lightning,to_bench,"Take a {R}, {W}, and {L} Energy from your Energy Zone and attach them to your Benched Basic Pokémon in any way you like.",80.0,80.0
A4,188,Kingdra ex,Stormy Prison,prevent_retreat_next_turn,,,"During your opponent's next turn, the Defending Pokémon can't retreat.",90.0,90.0
A4,189,Lanturn ex,Flashing Signal,inflict_status,paralysis,,"Flip a coin. If heads, your opponent's Active Pokémon is now Paralyzed. If tails, your opponent's Active Pokémon is now Confused.",80.0,80.0
A4,191,Donphan ex,Gigantic Press,extra_damage_if_extra_energy_attached,2|60,,"If this Pokémon has at least 2 extra {F} Energy attached, this attack does 60 more damage.",50.0,50.0
A4,192,Crobat ex,Venomous Slash,inflict_status,poison,,Your opponent's Active Pokémon is now Poisoned.,70.0,70.0
A4,194,Skarmory ex,Steel Wing,reduce_damage_next_turn,20,,"During your opponent's next turn, this Pokémon takes −20 damage from attacks.",70.0,70.0
A4,195,Lugia ex,Elemental Blast,discard_energy_specific,,1.0,"Discard a {R}, {W}, and {L} Energy from this Pokémon.",180.0,180.0
A4,202,Shuckle ex,Triple Slap,flip_multiplier,3,20.0,Flip 3 coins. This attack does 20 damage for each heads.,20.0,20.0
A4,203,Kingdra ex,Stormy Prison,prevent_retreat_next_turn,,,"During your opponent's next turn, the Defending Pokémon can't retreat.",90.0,90.0
A4,204,Lanturn ex,Flashing Signal,inflict_status,paralysis,,"Flip a coin. If heads, your opponent's Active Pokémon is now Paralyzed. If tails, your opponent's Active Pokémon is now Confused.",80.0,80.0
A4,206,Donphan ex,Gigantic Press,extra_damage_if_extra_energy_attached,2|60,,"If this Pokémon has at least 2 extra {F} Energy attached, this attack does 60 more damage.",50.0,50.0
A4,207,Crobat ex,Venomous Slash,inflict_status,poison,,Your opponent's Active Pokémon is now Poisoned.,70.0,70.0
A4,209,Skarmory ex,Steel Wing,reduce_damage_next_turn,20,,"During your opponent's next turn, this Pokémon takes −20 damage from attacks.",70.0,70.0
A4,210,Ho-Oh ex,Phoenix Turbo,attach_multiple_energy_from_zone,fire;water;lightning,to_bench,"Take a {R}, {W}, and {L} Energy from your Energy Zone and attach them to your Benched Basic Pokémon in any way you like.",80.0,80.0
A4,211,Lugia ex,Elemental Blast,discard_energy_specific,,1.0,"Discard a {R}, {W}, and {L} Energy from this Pokémon.",180.0,180.0
A4,212,Yanma,U-turn,switch_self_with_bench,,,Switch this Pokémon with 1 of your Benched Pokémon.,20.0,20.0
A4,213,Flareon,Assisting Heater,attach_energy_from_zone,fire,to_bench,Take a {R} Energy from your Energy Zone and attach it to 1 of your Benched Pokémon.,40.0,40.0
A4,214,Magikarp,Leap Out,switch_self_with_bench,,,Switch this Pokémon with 1 of your Benched Pokémon.,,
A4,215,Gyarados,Wild Swing,discard_bench_for_bonus_damage,40,,You may discard any number of your Benched {W} Pokémon. This attack does 40 more damage for each Benched Pokémon you discarded in this way.,20.0,20.0
A4,216,Vaporeon,Bubble Drain,heal_self,30,,Heal 30 damage from this Pokémon.,60.0,60.0
A4,219,Jolteon,Beginning Bolt,bonus_damage_if_evolved_this_turn,20,,"If this Pokémon evolved during this turn, this attack does 20 more damage.",40.0,40.0
A4,221,Mankey,Focus Fist,flip_do_nothing_if_tails,,,"Flip a coin. If tails, this attack does nothing.",50.0,50.0
A4,222,Primeape,Fight Back,bonus_damage_if_opponent_damaged,60,,"If this Pokémon has damage on it, this attack does 60 more damage.",40.0,40.0
A4,223,Nidoran♀,Call for Family,search_specific_into_bench,nidoran♂,,Put 1 random Nidoran♂ from your deck onto your Bench.,,
A4,225,Nidoqueen,Lovestrike,bonus_damage_for_each_named_bench,nidoking,50.0,This attack does 50 more damage for each of your Benched Nidoking.,80.0,80.0
A4,228,Nidoking,Poison Horn,inflict_status,poison,,Your opponent's Active Pokémon is now Poisoned.,90.0,90.0
A4,231,Eevee,Find a Friend,search_pokemon_type_random,,,Put a random Pokémon from your deck into your hand.,,
A4,232,Yanmega ex,Air Slash,discard_random_energy_from_opponent,1,,Discard a random Energy from this Pokémon.,120.0,120.0
A4,234,Gyarados ex,Rampaging Whirlpool,discard_random_energy_from_opponent,1,,Discard a random Energy from among the Energy attached to all Pokémon (both yours and your opponent's).,140.0,140.0
A4,236,Pachirisu ex,Sparking Gadget,bonus_damage_if_tool,40,,"If this Pokémon has a Pokémon Tool attached, this attack does 40 more damage.",40.0,40.0
A4,237,Mismagius ex,Magical Delusion,inflict_status,confusion,,Your opponent's Active Pokémon is now Confused.,70.0,70.0
A4,238,Weavile ex,Scratching Nails,bonus_damage_if_opponent_damaged,40,,"If your opponent's Active Pokémon has damage on it, this attack does 40 more damage.",30.0,30.0
A4,239,Lickilicky ex,Licking Fury,flip_bonus_damage_if_heads,1,40.0,Flip a coin until you get tails. This attack does 40 more damage for each heads.,100.0,100.0
A4,240,Ho-Oh ex,Phoenix Turbo,attach_multiple_energy_from_zone,fire;water;lightning,to_bench,"Take a {R}, {W}, and {L} Energy from your Energy Zone and attach them to your Benched Basic Pokémon in any way you like.",80.0,80.0
A4,241,Lugia ex,Elemental Blast,discard_energy_specific,,1.0,"Discard a {R}, {W}, and {L} Energy from this Pokémon.",180.0,180.0
A4a,2,Skiploom,Bounce,switch_self_with_bench,,,Switch this Pokémon with 1 of your Benched Pokémon.,30.0,30.0
A4a,3,Jumpluff ex,Breeze-By Attack,switch_self_with_bench,,,You may switch this Pokémon with 1 of your Benched Pokémon.,70.0,70.0
A4a,5,Sunflora,Trip Over,flip_bonus_damage_if_heads,1,30,"Flip a coin. If heads, this attack does 30 more damage.",50.0,50.0
A4a,6,Celebi,Temporal Leaves,devolve_opponent,,,"If your opponent's Active Pokémon is an evolved Pokémon, devolve it by putting the highest Stage Evolution card on it into your opponent's hand.",40.0,40.0
A4a,7,Durant,Mountain Munch,discard_top_opponent_deck,1,,Discard the top card of your opponent's deck.,40.0,40.0
A4a,10,Entei ex,Blazing Beatdown,extra_damage_if_extra_energy_attached,2|60,r,"If this Pokémon has at least 2 extra {R} Energy attached, this attack does 60 more damage.",60.0,60.0
A4a,12,Talonflame,Searing Flame,inflict_status,burned,,Your opponent's Active Pokémon is now Burned.,50.0,50.0
A4a,13,Poliwag,Call for Family,search_specific_into_bench,poliwag,,Put 1 random Poliwag from your deck onto your Bench.,,
A4a,15,Tentacool,Poison Sting,inflict_status,poisoned,,Your opponent's Active Pokémon is now Poisoned.,20.0,20.0
A4a,16,Tentacruel,Stun Poison,flip_inflict_status_both,poisoned_paralyzed,,"Flip a coin. If heads, your opponent's Active Pokémon is now Poisoned and Paralyzed.",50.0,50.0
A4a,18,Slowking,Litter,discard_tools_for_damage,2,,Discard up to 2 Pokémon Tool cards from your hand. This attack does 50 damage for each card you discarded in this way.,50.0,50.0
A4a,19,Jynx,Dazzle Dance,inflict_status,confused,,Your opponent's Active Pokémon is now Confused.,40.0,40.0
A4a,20,Suicune ex,Crystal Waltz,bonus_damage_for_each_bench,20,,This attack does 20 damage for each Benched Pokémon (both yours and your opponent's).,,
A4a,21,Feebas,Leap Out,switch_self_with_bench,,,Switch this Pokémon with 1 of your Benched Pokémon.,,
A4a,23,Mantyke,Splashy Toss,attach_energy_from_zone,w,,Take a {W} Energy from your Energy Zone and attach it to 1 of your Benched Basic Pokémon.,,
A4a,24,Cryogonal,Ice Blade,bench_damage_one,40,,This attack does 40 damage to 1 of your opponent's Pokémon.,,
A4a,25,Raikou ex,Voltaic Bullet,bench_damage_one,10,,This attack also does 10 damage to 1 of your opponent's Benched Pokémon.,60.0,60.0
A4a,28,Eelektross,Wild Charge,self_damage_fixed_amount,20,,This Pokémon also does 20 damage to itself.,120.0,120.0
A4a,31,Boltund,Defiant Spark,reduce_energy_cost_if_damaged,1|l,,"If this Pokémon has damage on it, this attack can be used for 1 {L} Energy.",70.0,70.0
A4a,33,Mismagius,Cursed Prose,damage_end_of_opponent_turn,90,,"At the end of your opponent's next turn, do 90 damage to the Defending Pokémon.",,
A4a,36,Latias,Crossing Flights,bonus_damage_if_named_bench,latios,20,"If Latios is on your Bench, this attack does 20 more damage.",20.0,20.0
A4a,37,Latios,Luster Purge,discard_energy_specific,all,all,Discard all Energy from this Pokémon.,120.0,120.0
A4a,38,Frillish,Absorb,heal_self,10,,Heal 10 damage from this Pokémon.,10.0,10.0
A4a,41,Dugtrio,Cliff Crumbler,discard_top_own_deck_bonus_if_type,fighting,60,"Discard the top card of your deck. If that card is a {F} Pokémon, this attack does 60 more damage.",40.0,40.0
A4a,42,Poliwrath ex,Hydro Knuckle,bonus_damage_per_energy_attached,w,40,"If this Pokémon has any {W} Energy attached, this attack does 40 more damage.",100.0,100.0
A4a,43,Phanpy,Flail,damage_equal_to_self_damage,,,This attack does damage to your opponent's Active Pokémon equal to the damage this Pokémon has on it.,,
A4a,45,Relicanth,Take Down,self_damage_fixed_amount,10,,This Pokémon also does 10 damage to itself.,50.0,50.0
A4a,47,Crustle,Stone Edge,flip_bonus_damage_if_heads,1,50,"Flip a coin. If heads, this attack does 50 more damage.",100.0,100.0
A4a,48,Seviper,Fateful Fang,bonus_damage_if_named_opponent,zangoose,40,"If your opponent's Active Pokémon is Zangoose, this attack does 40 more damage.",40.0,40.0
A4a,52,Malamar,Mental Surge,bench_damage_all_opponent,20,,This attack does 20 damage to each of your opponent's Pokémon.,,
A4a,55,Altaria,Dragon Arcana,bonus_damage_if_multiple_energy_types,60,,"If this Pokémon has 2 or more different types of Energy attached, this attack does 60 more damage.",40.0,40.0
A4a,57,Lickitung,Stretch Tongue,bench_damage_one,30,,This attack does 30 damage to 1 of your opponent's Pokémon.,,
A4a,58,Lickilicky,Stretch Tongue,bench_damage_one,60,,This attack does 60 damage to 1 of your opponent's Pokémon.,,
A4a,59,Igglybuff,Sleepy Lullaby,inflict_status,asleep,,Your opponent's Active Pokémon is now Asleep.,10.0,10.0
A4a,60,Teddiursa,Surprise Attack,flip_do_nothing_if_tails,,,"Flip a coin. If tails, this attack does nothing.",40.0,40.0
A4a,62,Miltank,Rolling Frenzy,stacking_damage_boost,30,,"Until this Pokémon leaves the Active Spot, this Pokémon's Rolling Frenzy attack does +30 damage. This effect stacks.",10.0,10.0
A4a,63,Azurill,Squishy Healing,heal_bench_one,50,,Heal 50 damage from 1 of your Benched Pokémon.,,
A4a,66,Fletchling,Quick Attack,flip_bonus_damage_if_heads,1,30,"Flip a coin. If heads, this attack does 30 more damage.",10.0,10.0
A4a,75,Latios,Luster Purge,discard_energy_specific,all,all,Discard all Energy from this Pokémon.,120.0,120.0
A4a,76,Phanpy,Flail,damage_equal_to_self_damage,,,This attack does damage to your opponent's Active Pokémon equal to the damage this Pokémon has on it.,,
A4a,77,Azurill,Squishy Healing,heal_bench_one,50,,Heal 50 damage from 1 of your Benched Pokémon.,,
A4a,78,Jumpluff ex,Breeze-By Attack,switch_self_with_bench,,,You may switch this Pokémon with 1 of your Benched Pokémon.,70.0,70.0
A4a,79,Entei ex,Blazing Beatdown,extra_damage_if_extra_energy_attached,2|60,r,"If this Pokémon has at least 2 extra {R} Energy attached, this attack does 60 more damage.",60.0,60.0
